system:index,aspect,aspect_northness,elevation,slope,twi,.geo
000000000000000001a4,219.25958413381682,88.9842659867974,223.72599633101737,22.28314362478153,1.1897329737792908,"{""type"":""Point"",""coordinates"":[129.066847301458,37.28220947528198]}"
000000000000000001d3,194.0692444361323,99.9263821553423,328.2464537986791,14.631579893829743,1.531195430571469,"{""type"":""Point"",""coordinates"":[128.201407132601,37.5816068973135]}"
0000000000000000032c,171.97153506191623,81.83386305261794,93.92719648161166,10.45050293438178,1.825450892640438,"{""type"":""Point"",""coordinates"":[128.84510512427224,37.78064779103615]}"
000000000000000000c1,179.03204502733502,85.32471552998237,118.88318075504725,10.23066464823291,1.8346658805568983,"{""type"":""Point"",""coordinates"":[128.84722765637366,37.77362024777593]}"
000000000000000000ce,179.89414136605265,128.5312623978417,434.06044736823117,20.336153729631473,1.1443558290345262,"{""type"":""Point"",""coordinates"":[128.69411550350148,37.374066956982965]}"
000000000000000001c9,176.7559684068636,103.32285711220997,243.61098537262083,16.87890131971782,1.4167627632537272,"{""type"":""Point"",""coordinates"":[128.07769383297418,38.020868482987396]}"
00000000000000000565,194.96159777361768,113.8725568251099,449.2471686068611,19.457344407864053,1.117440542717689,"{""type"":""Point"",""coordinates"":[128.1759278291816,37.800049339719706]}"
00000000000000000604,182.2694301260023,111.77951030927836,370.7309672107674,23.247225801832773,0.9086041789304458,"{""type"":""Point"",""coordinates"":[127.96566783720847,37.932056567305914]}"
00000000000000000624,236.80765581085413,92.58058195462586,204.44262306956807,16.130599339379383,1.3877284872180955,"{""type"":""Point"",""coordinates"":[128.0581808067643,37.056864344445046]}"
000000000000000000f4,166.62175408457514,101.14356916258538,364.6824299207086,26.322897079894183,0.7797841142117738,"{""type"":""Point"",""coordinates"":[129.12250134170603,37.3230682182347]}"
000000000000000001ad,219.93680643946846,75.84676861296848,255.44259156343546,20.483128663881953,1.0522915581938137,"{""type"":""Point"",""coordinates"":[127.72685622119013,37.81100981010908]}"
000000000000000001f2,181.24074000841253,116.73653917363805,317.3198781991595,12.92738325921505,1.7975290834782847,"{""type"":""Point"",""coordinates"":[128.14834828916605,37.61614263497243]}"
00000000000000000065,205.81925113072913,104.02903305262937,238.1112380367618,21.92389577658865,0.9868733481947932,"{""type"":""Point"",""coordinates"":[127.7565137022966,38.133893317389095]}"
00000000000000000600,222.39324570667952,87.95333772189984,546.7324252376337,27.494704784502066,0.6920613478679243,"{""type"":""Point"",""coordinates"":[128.51365122476747,37.16073018528295]}"
0000000000000000034e,183.68617616669533,121.67995522645084,245.75338312955648,17.610018081625633,1.291581916919293,"{""type"":""Point"",""coordinates"":[127.936344788681,37.770307135693216]}"
000000000000000003fc,195.6729595467976,95.11918130252556,46.40652341138328,5.583156600694471,2.5431013263877538,"{""type"":""Point"",""coordinates"":[127.08222181829767,37.627397406031335]}"
00000000000000000358,215.63041660536086,80.17711738804337,321.4222000523944,16.941885543876545,1.2711342768899885,"{""type"":""Point"",""coordinates"":[127.76037974290993,37.753023660010065]}"
0000000000000000035b,175.92973507670698,100.46885487671084,150.65778673045443,16.724515746119664,1.2756044177367205,"{""type"":""Point"",""coordinates"":[129.05564603961176,37.57923465555307]}"
00000000000000000376,158.91080064867026,102.85660366527468,201.897181441139,15.311286433891599,1.5400151621267812,"{""type"":""Point"",""coordinates"":[127.9401662382838,37.76586141194293]}"
000000000000000003a7,176.67702694461497,119.13160207636051,317.9558504360431,20.496669141940846,1.048187397373478,"{""type"":""Point"",""coordinates"":[127.93899795380783,37.77334824261167]}"
000000000000000003aa,174.26820337614794,124.49837823811792,245.1386714526661,22.822089117617388,0.9526761937560909,"{""type"":""Point"",""coordinates"":[129.05124490687197,37.43014907093216]}"
000000000000000003b9,188.3487599374383,96.79339498208914,666.7612564237472,23.449622683666924,0.910908931876861,"{""type"":""Point"",""coordinates"":[128.75226218123842,37.43260157651155]}"
000000000000000003bf,202.73003656024537,99.36980130926656,339.16045885444555,24.56533930567888,0.8580593012472594,"{""type"":""Point"",""coordinates"":[128.06262207141353,37.617252951134745]}"
000000000000000003d1,161.4956970366999,109.9300542657504,125.15863157818684,12.87508399991329,1.6977795513214862,"{""type"":""Point"",""coordinates"":[127.76335396331258,37.250986849705754]}"
000000000000000003e4,198.32377515802406,115.09605288048003,290.320348777032,16.400272682820624,1.3195391319633352,"{""type"":""Point"",""coordinates"":[127.98518978162046,38.147333047964175]}"
00000000000000000450,131.11752578060177,103.05218977971104,125.5963283969153,11.580976771417385,1.6701582837638613,"{""type"":""Point"",""coordinates"":[127.03095553348619,37.68534342422086]}"
00000000000000000487,182.08218601382143,136.26279830604622,407.18187526534916,28.247335804574526,0.6528562254872492,"{""type"":""Point"",""coordinates"":[128.50102750968517,38.177837758270805]}"
000000000000000004b2,186.4578907992282,93.04436616945343,97.42713803484432,6.323757772312847,2.627134479824097,"{""type"":""Point"",""coordinates"":[127.73032540180971,37.937015087677345]}"
00000000000000000329,239.5066194200708,52.46450951799155,512.1477089103307,24.794033027233684,0.8223624878415662,"{""type"":""Point"",""coordinates"":[127.91785735571342,37.86629820407075]}"
0000000000000000025c,183.31377346627139,51.791093146501375,302.9641606036107,21.23253031527889,1.0028342857388437,"{""type"":""Point"",""coordinates"":[127.85547453197572,37.66114834190486]}"
00000000000000000337,154.1605924031981,80.98635999219954,221.48408124056525,19.233519678157933,1.3612884449812572,"{""type"":""Point"",""coordinates"":[129.06340487544472,37.274780612926946]}"
000000000000000003f1,172.2955611718477,92.2903555160897,32.642175877825245,4.280958013222652,2.8353245707576153,"{""type"":""Point"",""coordinates"":[127.0915680941057,37.621136828152295]}"
00000000000000000440,197.9419583438254,112.31828842764129,205.24340084175694,21.690762257635193,0.9942302272784505,"{""type"":""Point"",""coordinates"":[127.09921099331129,37.567422496862484]}"
0000000000000000049e,187.94635665516682,92.93115680528885,80.97063960621843,7.319315934581459,2.3849322965981914,"{""type"":""Point"",""coordinates"":[127.814116369705,37.32935109161901]}"
00000000000000000391,165.63840761284712,116.03339901055833,491.689396697578,22.048144261452467,0.9606604692756188,"{""type"":""Point"",""coordinates"":[127.59495155292815,38.14567872147334]}"
00000000000000000357,165.81829610603555,94.8236318381001,382.09309533873056,15.274000859786222,1.3795627888323505,"{""type"":""Point"",""coordinates"":[128.25908560472732,37.249756137815005]}"
00000000000000000370,140.72806682611952,100.92677295256757,250.4096413751368,21.009315025070606,1.0308637074935763,"{""type"":""Point"",""coordinates"":[127.91139611828697,37.4674048602337]}"
0000000000000000037b,183.65972326343518,82.94112208252119,169.12059745396638,9.16680946159174,2.018502383265147,"{""type"":""Point"",""coordinates"":[127.29249964667501,38.132894478753116]}"
0000000000000000041c,220.4562089537273,113.58333154287435,190.06042799131995,16.4779379641765,1.460830549445074,"{""type"":""Point"",""coordinates"":[127.79107619456185,37.904659850433546]}"
0000000000000000028d,209.98661664699407,103.93040157191099,406.17291377668727,8.906883529525034,2.0207081511230753,"{""type"":""Point"",""coordinates"":[128.07030956162967,38.212908588056145]}"
000000000000000003b5,186.83573961181037,76.6211611206708,178.9151881136191,8.286554896558162,2.2344950683886244,"{""type"":""Point"",""coordinates"":[127.93618872014414,37.67231393094269]}"
000000000000000001bb,184.04263052818885,91.80501063321906,272.56971268608123,22.30097796681279,1.0053388501280585,"{""type"":""Point"",""coordinates"":[128.42980674765954,37.163356595803435]}"
00000000000000000258,237.85343743487678,108.08377826802435,196.33506995594973,13.595990916864878,1.618839608124324,"{""type"":""Point"",""coordinates"":[127.25323280279837,37.66344923804845]}"
0000000000000000026a,204.2202023623351,106.35733743631143,154.71664228421528,9.206538580725132,2.0304978337824893,"{""type"":""Point"",""coordinates"":[127.98623321126696,37.44761982885956]}"
000000000000000002af,192.15564560825152,85.1524209859571,276.2362503688883,20.52929871662913,1.068844916257107,"{""type"":""Point"",""coordinates"":[128.11259521691954,37.537858656878136]}"
000000000000000002dc,93.24660711924136,81.08304113633359,276.9293723215275,20.823670280258916,1.5847361912328224,"{""type"":""Point"",""coordinates"":[127.94395647417926,38.04308818353672]}"
000000000000000002e4,197.63469262272963,93.50859189316495,52.860512529169995,8.610662649086155,2.0972220033070372,"{""type"":""Point"",""coordinates"":[127.21349329421005,37.600326203535865]}"
000000000000000002f2,148.78992218541853,114.02443650890585,108.44726499349744,14.031607233953878,1.482046613892445,"{""type"":""Point"",""coordinates"":[127.14501933843334,37.66642791755214]}"
0000000000000000031e,198.53788947667337,126.40511289153065,201.14202079590237,15.592147421586724,1.381500413476652,"{""type"":""Point"",""coordinates"":[127.7460258966189,38.09284729219212]}"
00000000000000000324,100.86892152488952,66.60273504396504,55.25982557888525,11.50844402550117,2.7411821049524834,"{""type"":""Point"",""coordinates"":[127.11245006433899,37.55700603680164]}"
0000000000000000033b,161.94505327959058,144.56398422361195,624.8034555053172,26.911772029026817,0.7146019958278272,"{""type"":""Point"",""coordinates"":[128.418498467388,37.335651801407536]}"
0000000000000000037a,99.30532621304137,61.92892157742965,98.52755761295451,10.9158421708511,1.8784223978935495,"{""type"":""Point"",""coordinates"":[127.12683512433739,37.692879305001185]}"
00000000000000000381,128.1313435088173,110.1328741430604,794.7761213872005,21.045699851966855,1.006411358426869,"{""type"":""Point"",""coordinates"":[128.3836639699585,37.65496802784479]}"
0000000000000000038f,196.66829772372134,72.22154651573088,107.79653913456761,9.950121339123045,2.0325785622374006,"{""type"":""Point"",""coordinates"":[127.63759839540329,37.50687236365774]}"
0000000000000000039f,151.33706157331716,86.10641257277238,131.8958566348332,4.281700794401903,2.8223029397389148,"{""type"":""Point"",""coordinates"":[127.17806573634043,37.82532798359169]}"
000000000000000003c4,154.7650626406319,99.74026118505807,152.33613490613766,6.9755502363154225,2.543754879843817,"{""type"":""Point"",""coordinates"":[127.956116442752,37.746709572918384]}"
000000000000000003df,176.67702694461497,119.13160207636051,317.9558504360431,20.496669141940846,1.048187397373478,"{""type"":""Point"",""coordinates"":[127.93899795380783,37.77334824261167]}"
000000000000000003e3,210.51565419217624,87.79373616739956,209.64491175878814,9.595660515650598,2.1032614397996134,"{""type"":""Point"",""coordinates"":[127.9378207511297,37.660274358098384]}"
00000000000000000425,108.18592124480998,103.72521091936076,302.01081242082665,20.304366237112475,1.0322570461220628,"{""type"":""Point"",""coordinates"":[127.55670584319273,37.7456928978782]}"
00000000000000000491,192.08871321283542,82.14548851917058,52.085867260771124,6.0197491825074545,2.534721444782519,"{""type"":""Point"",""coordinates"":[127.08155295313966,37.648132225929864]}"
00000000000000000335,138.91336323449673,89.66802885737576,630.7433503427624,11.647786320397307,2.1189794173814094,"{""type"":""Point"",""coordinates"":[128.59603757583096,37.69907745546548]}"
0000000000000000035c,212.65455012500064,119.4961161219832,417.3312710972185,25.979898624814133,0.7685214871822731,"{""type"":""Point"",""coordinates"":[129.1618618267048,37.13965647370436]}"
0000000000000000032d,236.09462094772036,109.49128917353285,92.2159932357068,13.016255891771307,1.711837221801919,"{""type"":""Point"",""coordinates"":[127.09616988639286,37.557608015443854]}"
00000000000000000346,180.20210663031915,71.09930135803438,368.71373876927686,15.171727479679442,1.3945080743695946,"{""type"":""Point"",""coordinates"":[127.38590889554258,38.173030847335184]}"
00000000000000000266,175.99139171941707,117.70965712600012,40.930028398085014,10.860063904576748,1.8805132928366757,"{""type"":""Point"",""coordinates"":[128.45689132745818,38.45244703754621]}"
000000000000000003a5,166.1109410312136,105.23980302822454,304.1666859209947,19.425893701668638,1.1910540081503138,"{""type"":""Point"",""coordinates"":[128.5383412673004,37.306168225242146]}"
00000000000000000459,195.68976939415404,80.30105549856239,108.7062231790664,16.988050687049377,1.4185651426047676,"{""type"":""Point"",""coordinates"":[127.76243984759662,37.257880619934376]}"
000000000000000004b9,212.65455012500064,119.4961161219832,417.3312710972185,25.979898624814133,0.7685214871822731,"{""type"":""Point"",""coordinates"":[129.1618618267048,37.13965647370436]}"
00000000000000000421,95.30288551485931,63.66212851694609,50.721357127437564,10.859613585665974,2.9723318490345094,"{""type"":""Point"",""coordinates"":[127.11283354702957,37.55691685478056]}"
0000000000000000042a,242.50927306382047,86.11755724091248,354.62630813220693,20.915271205606352,1.0282836763018008,"{""type"":""Point"",""coordinates"":[127.91548511395298,37.4946455085692]}"
0000000000000000027b,250.9617594560444,97.01933388607492,455.21612315757824,25.429060206590165,0.8012285019051381,"{""type"":""Point"",""coordinates"":[128.02796593802617,37.08443050715745]}"
00000000000000000413,124.15887635853483,118.72548358276434,175.05007158209003,15.057391254426797,1.414298655127627,"{""type"":""Point"",""coordinates"":[127.01332870702193,37.758392417678415]}"
00000000000000000353,181.34701476428944,87.97966312669087,309.1672602601738,13.228637828814833,1.5723960894960196,"{""type"":""Point"",""coordinates"":[128.19140090983706,37.56264234053319]}"
000000000000000003b3,173.15918153200414,85.95765459347976,98.77247892318265,17.352697470781912,1.3012659837241467,"{""type"":""Point"",""coordinates"":[129.34629024627532,37.136316607015345]}"
000000000000000005e7,236.94791416432113,92.65972284469626,253.43915670210296,18.661286101002148,1.1823932370467771,"{""type"":""Point"",""coordinates"":[127.65789622339857,37.813783370964316]}"
0000000000000000054b,144.2206361454047,84.52927097622312,39.50560485253772,9.95862268518518,1.9255207054885284,"{""type"":""Point"",""coordinates"":[128.6177756934665,38.08776391699119]}"
000000000000000005eb,201.3611729091659,138.73539685098612,205.1055976498828,15.31083167642896,1.4838472671980427,"{""type"":""Point"",""coordinates"":[127.78764268675071,37.88005453082063]}"
000000000000000005ec,151.18927386523336,103.07809353403945,70.45222606957097,7.153524911985854,2.278409062963622,"{""type"":""Point"",""coordinates"":[129.38712223462173,37.05318558607595]}"
000000000000000005ed,183.3876704486125,94.93826582602088,43.00267172686451,5.24799530467408,2.730478964472102,"{""type"":""Point"",""coordinates"":[127.14767696266121,37.50265851316224]}"
000000000000000005f6,178.80346818746344,73.2809060541606,506.4974161682206,32.82277554924271,0.503823300749669,"{""type"":""Point"",""coordinates"":[128.4694169423173,38.15564035322675]}"
000000000000000005fd,213.41298750459768,102.47520739367832,303.42657924527623,14.731854169121817,1.451864807025777,"{""type"":""Point"",""coordinates"":[128.0482414705162,38.10549330277969]}"
00000000000000000601,133.9854531609742,118.27855221237661,299.2164641483273,19.332149232609343,1.0973251876325825,"{""type"":""Point"",""coordinates"":[127.01708327010891,37.68314954650257]}"
00000000000000000607,142.16740255050777,77.57287037599795,61.44096900707517,10.598883124962015,1.8322565124920487,"{""type"":""Point"",""coordinates"":[128.70119655597438,38.026446818405255]}"
000000000000000005e9,157.28686398260535,101.44768520345738,42.21178872435927,6.311524288948611,2.4311441217196856,"{""type"":""Point"",""coordinates"":[128.88768953933263,37.76102328729994]}"
000000000000000005f8,195.8031595554064,127.20339370230501,453.04450575730084,22.79548910288899,0.9390728387039267,"{""type"":""Point"",""coordinates"":[127.7925655343137,38.142686664666485]}"
000000000000000005f9,209.32738658183584,128.2999813716218,143.90085403949212,7.544511076720254,2.1923294134479163,"{""type"":""Point"",""coordinates"":[127.7788493394733,37.879207301620475]}"
000000000000000005fc,123.7429135579494,63.241591233238,135.804310276864,15.409637561188882,1.490255990911336,"{""type"":""Point"",""coordinates"":[127.66469635250509,37.851543038684895]}"
000000000000000005e0,190.82346265258172,58.58524045598003,111.82990819870584,11.592536280966723,1.7688409947884116,"{""type"":""Point"",""coordinates"":[127.06933501625322,37.45150816497816]}"
00000000000000000606,145.40948258845745,107.78719265567752,53.35983735110557,8.61151605852777,2.3382952618440958,"{""type"":""Point"",""coordinates"":[128.85227089966511,37.73980242538659]}"
00000000000000000574,181.08501982132086,129.56209603286322,160.57698715923118,19.185627387894634,1.3537943915846968,"{""type"":""Point"",""coordinates"":[127.66648445202752,37.700923523301604]}"
000000000000000005fb,144.9457164529477,94.85662672691774,235.28059920408083,17.56785263634697,1.2430718113702477,"{""type"":""Point"",""coordinates"":[127.75077929834185,37.61579036598922]}"
00000000000000000602,225.35666824020828,108.05218078562638,222.1091394157871,16.82314465138902,1.2639336056947736,"{""type"":""Point"",""coordinates"":[127.70220631056668,38.00904294699366]}"
00000000000000000605,152.08185395083572,68.81069198281776,803.8604194491572,25.44040717611812,0.8310531327642015,"{""type"":""Point"",""coordinates"":[128.9812147248276,37.308972999804766]}"
000000000000000005f1,125.8590162036199,89.61866130164492,673.9405445111049,18.82922151701778,1.3078818043236922,"{""type"":""Point"",""coordinates"":[129.03485771050055,37.13041721632163]}"
000000000000000004c7,172.39039445358767,89.65291011713302,24.63753395999415,8.873624196295017,2.039916783009656,"{""type"":""Point"",""coordinates"":[128.61377587982156,38.128787646682895]}"
000000000000000005e1,189.08958105113672,131.63597372336756,286.6474064135821,11.601782700384309,1.7059388928412957,"{""type"":""Point"",""coordinates"":[127.97023841578824,38.164683410163136]}"
000000000000000005e5,191.29278718684043,121.51822231841705,245.04764172212893,20.780892087369,1.0296952852452028,"{""type"":""Point"",""coordinates"":[127.78856572066877,37.35850023520538]}"
000000000000000005e6,181.27700849047406,132.30916674799303,480.9096445856512,19.90982169643212,1.081323679960736,"{""type"":""Point"",""coordinates"":[128.02275324889467,37.212170375035505]}"
000000000000000005e8,127.2448850597416,96.96684491594507,190.65410541966395,14.580512050680731,1.4935316211536678,"{""type"":""Point"",""coordinates"":[127.88015119720548,37.697302733246204]}"
000000000000000005ea,221.63258691062123,76.07857176486776,142.6620961404042,12.298895033627048,1.634003674903815,"{""type"":""Point"",""coordinates"":[127.62219220126363,37.05929455451918]}"
000000000000000005ee,149.75308384835537,84.08808225032048,163.22068683183298,23.898242879766723,1.0761377347651166,"{""type"":""Point"",""coordinates"":[127.6949647304559,37.69610769416388]}"
000000000000000005ef,147.26089207701847,62.55177534473148,252.01712241339024,14.642928285061934,1.4801970355372205,"{""type"":""Point"",""coordinates"":[127.79397906934764,37.601815543287714]}"
000000000000000005f3,189.8979946687361,80.7713376299585,197.89355434368696,16.11386056804545,1.3520123966854698,"{""type"":""Point"",""coordinates"":[127.86346970016454,37.67362490665241]}"
000000000000000005f5,191.69135444415804,78.47803342785947,100.64471441665961,6.373413823723181,2.6378422420744374,"{""type"":""Point"",""coordinates"":[127.78327276771832,37.921185278937614]}"
000000000000000005fa,156.17806984657975,114.72997173837814,90.03794050640214,16.156960145345494,1.4673370245835842,"{""type"":""Point"",""coordinates"":[129.10394702222266,37.41385551568286]}"
00000000000000000603,141.7929291838542,108.95574800768848,76.76165331260032,14.965588982715298,2.197615174952969,"{""type"":""Point"",""coordinates"":[127.27971540395478,37.52981443857772]}"
0000000000000000053e,120.53601994573377,88.40101099757538,44.911929194088444,8.878604520263252,2.3681997983124075,"{""type"":""Point"",""coordinates"":[129.2364402918237,37.343406178139475]}"
000000000000000005e3,148.39940508286347,92.4684740339738,43.50000892732799,8.924439095983065,1.9883684129136767,"{""type"":""Point"",""coordinates"":[128.60163820675407,38.11747936641135]}"
000000000000000005e4,146.84637579093737,129.15249596671322,319.82881976508145,24.598043900844036,0.8154667178646164,"{""type"":""Point"",""coordinates"":[127.41755513571891,37.65515085098798]}"
000000000000000005f7,169.9938561997185,100.61086258523027,423.4866950467187,15.382369493848982,1.4891266605769817,"{""type"":""Point"",""coordinates"":[128.1429884496998,37.36087247696582]}"
00000000000000000525,110.49152296821066,105.712621197469,517.9579752190339,20.95762751766577,1.0036317672236335,"{""type"":""Point"",""coordinates"":[128.60468377277357,37.0584384071169]}"
000000000000000005c6,200.15347304939414,130.03518297939317,303.5863174122841,20.565202616903996,1.056224471625965,"{""type"":""Point"",""coordinates"":[127.89778694187186,37.98734050216653]}"
000000000000000005f0,138.25052321275894,90.01419203428702,105.75100081209777,13.055566089373693,1.5696910758159217,"{""type"":""Point"",""coordinates"":[128.73659290013663,37.979862589699906]}"
000000000000000005ff,154.7199669138496,74.68951754180017,387.10469816111794,24.332230461652937,0.8498034453414592,"{""type"":""Point"",""coordinates"":[129.19926030724005,37.26556811015051]}"
000000000000000005f4,215.37969219084746,123.91077761935135,179.14415298745408,12.309811774989791,1.6996100359154156,"{""type"":""Point"",""coordinates"":[127.78806184224972,37.878467090845604]}"
000000000000000005fe,166.14226124739744,59.21924504390332,527.6783633565676,30.859480401919082,0.5722696434680294,"{""type"":""Point"",""coordinates"":[129.19104664309964,37.08326222268144]}"
000000000000000005f2,189.13809544434105,87.87532393471493,179.7937429167479,23.889035667106995,1.0250486125504563,"{""type"":""Point"",""coordinates"":[129.08082212415948,37.326443757732164]}"
00000000000000000582,181.87798058057763,118.11720036662037,115.93538674151824,14.0015860626978,1.49194318782491,"{""type"":""Point"",""coordinates"":[128.72970358900903,37.926473772787]}"
00000000000000000015,225.862550852235,90.62124285914335,450.63356947681007,15.145987655429208,1.408119258375728,"{""type"":""Point"",""coordinates"":[128.24359468766764,37.70908813733046]}"
0000000000000000003f,165.61972163414757,71.97882931853292,384.8177783658521,22.934571150655135,0.9533971113847959,"{""type"":""Point"",""coordinates"":[128.16684018123468,38.003366511352624]}"
0000000000000000062a,231.37097370812094,112.80624239094129,203.69058110762745,17.238918157952384,1.2218522371361509,"{""type"":""Point"",""coordinates"":[127.06536641631563,37.69206774860945]}"
0000000000000000062c,168.11585185399053,107.38387024592353,363.5540533712526,12.268610283025,1.760728852284595,"{""type"":""Point"",""coordinates"":[128.18701761350152,37.322479616895656]}"
00000000000000000006,256.71992081557096,78.16098451687138,244.17008215027158,16.7460202320504,1.395645363648052,"{""type"":""Point"",""coordinates"":[127.2784133464472,38.06441606387535]}"
00000000000000000007,126.54210200615945,87.6760210689923,137.4713647353423,16.8354308781625,1.2587107280858683,"{""type"":""Point"",""coordinates"":[127.10759856239282,37.56232128525734]}"
00000000000000000010,168.2381372867965,116.61479831689434,274.900608105934,18.698724800783637,1.1950621784226458,"{""type"":""Point"",""coordinates"":[127.32452936954192,38.03313101088437]}"
00000000000000000014,160.3077430399135,52.573936390665835,353.13985764483283,20.517459230561315,1.0207678706206451,"{""type"":""Point"",""coordinates"":[127.04954552577802,37.433506774025396]}"
0000000000000000001c,209.3450432727298,94.96321998111992,136.78632062894988,13.938196741394096,1.555086931158901,"{""type"":""Point"",""coordinates"":[127.40107875732643,37.45131642363286]}"
00000000000000000024,116.49139761460606,49.91841608690826,201.82795587271704,14.319260391788982,1.4477647714928281,"{""type"":""Point"",""coordinates"":[128.76136766558957,37.915531138801846]}"
