system:index,fire_year,prec_annual,ta_annual,vpd_annual,ws_annual,.geo
00000000000000000130,2011,147.07290023480084,10.136627251140169,5.6350297014019475,0.6151916470033275,"{""type"":""Point"",""coordinates"":[127.52091263903671,37.72793229838232]}"
00000000000000000131,2011,143.11848368780224,9.740068595116213,5.609376013994904,0.5734658105730184,"{""type"":""Point"",""coordinates"":[127.6656996502421,37.81886228706419]}"
00000000000000000139,2011,142.4265151503262,8.72019603230109,5.271696003507202,0.49038896217845307,"{""type"":""Point"",""coordinates"":[127.67080532094829,38.08262703257762]}"
00000000000000000147,2011,143.3891727500993,10.062566231729647,4.907979796091297,1.323781929033297,"{""type"":""Point"",""coordinates"":[128.83046589551375,37.65706380533991]}"
00000000000000000164,2011,145.32835182004393,9.27032268471595,5.59729638024578,0.49900988545371444,"{""type"":""Point"",""coordinates"":[127.19159910803764,38.08340737526198]}"
0000000000000000017a,2011,146.4506662221349,9.792739964611656,5.695155119459685,0.4880013377497453,"{""type"":""Point"",""coordinates"":[127.15820490024836,37.77628233110484]}"
00000000000000000230,2011,143.9621269915524,8.985184570646027,5.516658190688531,0.5063222417946216,"{""type"":""Point"",""coordinates"":[127.22068582420928,38.17835947309405]}"
00000000000000000239,2011,134.51461492722302,10.937652071449861,5.120742385298399,1.2805918671530574,"{""type"":""Point"",""coordinates"":[129.13100484741497,37.42463316292904]}"
000000000000000005e2,2011,133.65862934526623,10.881309955428605,5.973907503834312,0.5912804882195094,"{""type"":""Point"",""coordinates"":[127.54992800959151,37.028865648930456]}"
0000000000000000060d,2011,145.0264580724341,8.322712415961405,5.163916121394948,0.48948737231334344,"{""type"":""Point"",""coordinates"":[128.1254998553682,37.51391774332218]}"
000000000000000001a7,2011,143.9139645006852,8.327246187882281,5.333114657542012,0.5487126109417224,"{""type"":""Point"",""coordinates"":[128.18000344754444,37.32782161995768]}"
00000000000000000030,2011,135.88024781178052,9.29680772130871,5.704466774608875,0.4602838056946979,"{""type"":""Point"",""coordinates"":[127.88714752675835,37.67382110709876]}"
0000000000000000013f,2011,142.89804008093625,8.934262513387466,5.490693238035078,0.5035539177475384,"{""type"":""Point"",""coordinates"":[127.20851693743441,38.20929671620285]}"
000000000000000001a4,2011,138.03465193617595,9.652666047749051,4.9558473028153,1.3679565966496106,"{""type"":""Point"",""coordinates"":[129.066847301458,37.28220947528198]}"
000000000000000001d3,2011,148.67204109691576,7.621849068800941,4.849330466664242,0.5603797185370308,"{""type"":""Point"",""coordinates"":[128.201407132601,37.5816068973135]}"
0000000000000000032c,2011,146.296833389324,11.425322491991665,4.931429144440699,1.349701319376967,"{""type"":""Point"",""coordinates"":[128.84510512427224,37.78064779103615]}"
000000000000000000c1,2011,146.29836817750748,11.447682486255133,4.9330840923855135,1.3495125668719263,"{""type"":""Point"",""coordinates"":[128.84722765637366,37.77362024777593]}"
000000000000000000ce,2011,136.39264546065812,7.510334687121599,4.572646991571332,0.9943703087826146,"{""type"":""Point"",""coordinates"":[128.69411550350148,37.374066956982965]}"
000000000000000001c9,2011,129.3164564109638,8.234448746116698,4.705225387467294,0.7422784183709956,"{""type"":""Point"",""coordinates"":[128.07769383297418,38.020868482987396]}"
00000000000000000565,2011,141.56654131098782,7.32502269071955,4.670753170922524,0.6855750742004789,"{""type"":""Point"",""coordinates"":[128.1759278291816,37.800049339719706]}"
00000000000000000604,2011,131.64176646946035,8.353953000191439,5.161966883726279,0.5479883216845771,"{""type"":""Point"",""coordinates"":[127.96566783720847,37.932056567305914]}"
00000000000000000624,2011,137.7864606571436,10.055644352323498,5.510553132813413,0.5924411215984426,"{""type"":""Point"",""coordinates"":[128.0581808067643,37.056864344445046]}"
000000000000000000f4,2011,136.99166925738461,11.007811369134288,5.135897405145386,1.3527268914777357,"{""type"":""Point"",""coordinates"":[129.12250134170603,37.3230682182347]}"
000000000000000001ad,2011,140.6884090312176,9.446640683669159,5.58919225346483,0.5416311090075916,"{""type"":""Point"",""coordinates"":[127.72685622119013,37.81100981010908]}"
000000000000000001f2,2011,145.22529135958322,7.9032017628803715,4.947539262573571,0.5414858672088374,"{""type"":""Point"",""coordinates"":[128.14834828916605,37.61614263497243]}"
00000000000000000065,2011,138.62399173545776,8.173786618143083,5.140468526519442,0.5142285293584813,"{""type"":""Point"",""coordinates"":[127.7565137022966,38.133893317389095]}"
00000000000000000600,2011,133.53866132993798,8.739689346180455,5.169594681973251,0.5894425249863268,"{""type"":""Point"",""coordinates"":[128.51365122476747,37.16073018528295]}"
0000000000000000034e,2012,121.13883195152833,8.839153717499926,5.764514881390767,0.47438446786065824,"{""type"":""Point"",""coordinates"":[127.936344788681,37.770307135693216]}"
000000000000000003fc,2012,121.41432594228058,10.397106648142085,6.013566834427763,0.4658807843864716,"{""type"":""Point"",""coordinates"":[127.08222181829767,37.627397406031335]}"
00000000000000000358,2012,125.84103119692091,9.48804873050716,5.911631879412255,0.5236718747812699,"{""type"":""Point"",""coordinates"":[127.76037974290993,37.753023660010065]}"
0000000000000000035b,2012,-9999000,-10272.15,0.0,14140.721410168577,"{""type"":""Point"",""coordinates"":[129.05564603961176,37.57923465555307]}"
00000000000000000376,2012,121.19577597270215,8.844503746048076,5.765239126393055,0.47382748786492324,"{""type"":""Point"",""coordinates"":[127.9401662382838,37.76586141194293]}"
000000000000000003a7,2012,121.04401265301574,8.825606018123153,5.759431985926369,0.47474084339634653,"{""type"":""Point"",""coordinates"":[127.93899795380783,37.77334824261167]}"
000000000000000003aa,2012,104.90814279809642,10.396538724348318,5.245960941561577,1.2617081863296578,"{""type"":""Point"",""coordinates"":[129.05124490687197,37.43014907093216]}"
000000000000000003b9,2012,106.23165580853862,7.196806013088178,4.605171910853585,1.1126401744181162,"{""type"":""Point"",""coordinates"":[128.75226218123842,37.43260157651155]}"
000000000000000003bf,2012,126.10303758981503,8.616294149010514,5.486955864920219,0.4662785326872136,"{""type"":""Point"",""coordinates"":[128.06262207141353,37.617252951134745]}"
000000000000000003d1,2012,128.07002812815225,10.411754719059275,6.037164812252797,0.491919794329234,"{""type"":""Point"",""coordinates"":[127.76335396331258,37.250986849705754]}"
000000000000000003e4,2012,110.36601930927229,7.806639420464364,4.853325696941852,0.6383403555903723,"{""type"":""Point"",""coordinates"":[127.98518978162046,38.147333047964175]}"
00000000000000000450,2012,117.01589116857222,10.266660825182726,6.060937858766749,0.45635876330622455,"{""type"":""Point"",""coordinates"":[127.03095553348619,37.68534342422086]}"
00000000000000000487,2012,109.59839109568897,9.093480601463682,4.997938264485185,1.2514044536262972,"{""type"":""Point"",""coordinates"":[128.50102750968517,38.177837758270805]}"
000000000000000004b2,2012,119.0397580175801,9.136216213181115,5.538518991193541,0.5060587602489132,"{""type"":""Point"",""coordinates"":[127.73032540180971,37.937015087677345]}"
00000000000000000329,2012,117.96117325583704,8.44895593778375,5.63522760957909,0.49226330106457494,"{""type"":""Point"",""coordinates"":[127.91785735571342,37.86629820407075]}"
0000000000000000025c,2012,126.33094613414458,9.25725138278284,5.986317198695247,0.4544483335624831,"{""type"":""Point"",""coordinates"":[127.85547453197572,37.66114834190486]}"
00000000000000000337,2012,109.1114993893183,9.416000440804567,5.044072812098818,1.3576489938423304,"{""type"":""Point"",""coordinates"":[129.06340487544472,37.274780612926946]}"
000000000000000003f1,2012,122.45533207293653,10.43700084632286,5.999029026470737,0.4681165460367772,"{""type"":""Point"",""coordinates"":[127.0915680941057,37.621136828152295]}"
00000000000000000440,2012,125.2952607762568,10.747711955014665,5.953242450893526,0.4662197912553562,"{""type"":""Point"",""coordinates"":[127.09921099331129,37.567422496862484]}"
0000000000000000049e,2012,129.40796850179348,10.202310288896854,6.033468378468058,0.45939781870712754,"{""type"":""Point"",""coordinates"":[127.814116369705,37.32935109161901]}"
00000000000000000391,2012,113.53368842700549,8.082906360182903,5.520864634931172,0.4676804459707736,"{""type"":""Point"",""coordinates"":[127.59495155292815,38.14567872147334]}"
00000000000000000357,2012,118.55528040615764,8.868597052630435,5.580510741508192,0.5831091534553655,"{""type"":""Point"",""coordinates"":[128.25908560472732,37.249756137815005]}"
00000000000000000370,2012,130.18894895391594,9.803296251018764,5.971218741319035,0.3912670192548748,"{""type"":""Point"",""coordinates"":[127.91139611828697,37.4674048602337]}"
0000000000000000037b,2012,113.41791857058449,8.654966058969649,5.711485801405445,0.4962043041495012,"{""type"":""Point"",""coordinates"":[127.29249964667501,38.132894478753116]}"
0000000000000000041c,2012,119.19626896003507,8.9374374431506,5.585373126410616,0.5025782572266508,"{""type"":""Point"",""coordinates"":[127.79107619456185,37.904659850433546]}"
0000000000000000028d,2012,109.54336380612008,7.127264761947629,4.706417556662984,0.8058140064785854,"{""type"":""Point"",""coordinates"":[128.07030956162967,38.212908588056145]}"
000000000000000003b5,2012,124.11236619358718,9.296451395006272,5.895603085795187,0.4378704222402157,"{""type"":""Point"",""coordinates"":[127.93618872014414,37.67231393094269]}"
000000000000000001bb,2012,109.117726129918,9.129230614709115,5.4925780988664314,0.581698131879056,"{""type"":""Point"",""coordinates"":[128.42980674765954,37.163356595803435]}"
00000000000000000258,2012,132.94406240526112,9.932969377944687,5.87683809771039,0.5190494786745358,"{""type"":""Point"",""coordinates"":[127.25323280279837,37.66344923804845]}"
0000000000000000026a,2012,129.51069721672206,9.50551059430444,5.853802527186701,0.3825236989212469,"{""type"":""Point"",""coordinates"":[127.98623321126696,37.44761982885956]}"
000000000000000002af,2012,128.96822089290424,8.334210285081213,5.395366193904749,0.46611878023483544,"{""type"":""Point"",""coordinates"":[128.11259521691954,37.537858656878136]}"
000000000000000002dc,2012,111.6141574659392,8.435789554825817,5.012508013883064,0.5509130479009812,"{""type"":""Point"",""coordinates"":[127.94395647417926,38.04308818353672]}"
000000000000000002e4,2012,132.42356707437406,10.241915865749036,5.925726911512015,0.49963234395939327,"{""type"":""Point"",""coordinates"":[127.21349329421005,37.600326203535865]}"
000000000000000002f2,2012,125.49753934289268,10.260824507465657,5.969312189475602,0.4862361407913333,"{""type"":""Point"",""coordinates"":[127.14501933843334,37.66642791755214]}"
0000000000000000031e,2012,114.1517873362702,8.541610370389321,5.3520077509180055,0.4956192194691322,"{""type"":""Point"",""coordinates"":[127.7460258966189,38.09284729219212]}"
00000000000000000324,2012,126.63932637296207,10.759457804368594,5.947565676934289,0.46898757364403554,"{""type"":""Point"",""coordinates"":[127.11245006433899,37.55700603680164]}"
0000000000000000033b,2012,116.49712173352076,7.787003054826414,5.128090097287782,0.6836063752061068,"{""type"":""Point"",""coordinates"":[128.418498467388,37.335651801407536]}"
0000000000000000037a,2012,123.34405215709391,10.159235500464831,5.992810785153267,0.4843520051661557,"{""type"":""Point"",""coordinates"":[127.12683512433739,37.692879305001185]}"
00000000000000000381,2012,126.3516516109838,6.502445510191876,4.49381796301077,0.807425507477745,"{""type"":""Point"",""coordinates"":[128.3836639699585,37.65496802784479]}"
0000000000000000038f,2012,136.5952428961125,9.758365100404035,6.1274918200759885,0.5675529079627348,"{""type"":""Point"",""coordinates"":[127.63759839540329,37.50687236365774]}"
0000000000000000039f,2012,121.3938859175043,9.798102109741308,5.9927212160175145,0.4998762405617783,"{""type"":""Point"",""coordinates"":[127.17806573634043,37.82532798359169]}"
000000000000000003c4,2012,121.3431632389772,8.822632183440248,5.745609260185461,0.47538205808471606,"{""type"":""Point"",""coordinates"":[127.956116442752,37.746709572918384]}"
000000000000000003df,2012,121.04401265301574,8.825606018123153,5.759431985926369,0.47474084339634653,"{""type"":""Point"",""coordinates"":[127.93899795380783,37.77334824261167]}"
000000000000000003e3,2012,124.41549957361968,9.356984507264883,5.910186851898914,0.43297192506121107,"{""type"":""Point"",""coordinates"":[127.9378207511297,37.660274358098384]}"
00000000000000000425,2012,130.47232336866267,10.308656495122989,5.853880505414338,0.6152944250306692,"{""type"":""Point"",""coordinates"":[127.55670584319273,37.7456928978782]}"
00000000000000000491,2012,120.94556517619165,10.342704677740528,6.023645305042237,0.46599187608860204,"{""type"":""Point"",""coordinates"":[127.08155295313966,37.648132225929864]}"
00000000000000000335,2012,123.00569093506309,6.70127284158832,4.530283605239731,1.2392170408077972,"{""type"":""Point"",""coordinates"":[128.59603757583096,37.69907745546548]}"
0000000000000000035c,2012,113.14619873003899,10.088706024690282,5.156378068187394,1.5633533239426727,"{""type"":""Point"",""coordinates"":[129.1618618267048,37.13965647370436]}"
0000000000000000032d,2012,125.32407688498418,10.79252989558114,5.948394645951453,0.4650124896691909,"{""type"":""Point"",""coordinates"":[127.09616988639286,37.557608015443854]}"
00000000000000000346,2012,113.12939353938668,8.174786758284029,5.606041220530187,0.4824889949012966,"{""type"":""Point"",""coordinates"":[127.38590889554258,38.173030847335184]}"
00000000000000000266,2012,-9999000,-10272.15,0.0,14140.721410168577,"{""type"":""Point"",""coordinates"":[128.45689132745818,38.45244703754621]}"
000000000000000003a5,2012,108.69056991454991,7.957626440860906,5.008424067363933,0.7234883846508198,"{""type"":""Point"",""coordinates"":[128.5383412673004,37.306168225242146]}"
00000000000000000459,2012,128.08874558936944,10.41660408682128,6.037791549541794,0.49214094091971355,"{""type"":""Point"",""coordinates"":[127.76243984759662,37.257880619934376]}"
000000000000000004b9,2012,113.14619873003899,10.088706024690282,5.156378068187394,1.5633533239426727,"{""type"":""Point"",""coordinates"":[129.1618618267048,37.13965647370436]}"
00000000000000000421,2012,126.67586108096145,10.758539135168235,5.947542650017169,0.46909802358064656,"{""type"":""Point"",""coordinates"":[127.11283354702957,37.55691685478056]}"
0000000000000000042a,2012,129.4476634926927,9.706534527184033,5.965242223449536,0.3968146236170345,"{""type"":""Point"",""coordinates"":[127.91548511395298,37.4946455085692]}"
0000000000000000027b,2012,116.62946311726698,9.683373497965931,5.699402629496092,0.5182927211598916,"{""type"":""Point"",""coordinates"":[128.02796593802617,37.08443050715745]}"
00000000000000000413,2012,113.6520091981177,10.010735527605163,6.101019140030019,0.45241492743503414,"{""type"":""Point"",""coordinates"":[127.01332870702193,37.758392417678415]}"
00000000000000000353,2012,129.8038385912997,7.676067974044088,5.100877322276119,0.5149581457242747,"{""type"":""Point"",""coordinates"":[128.19140090983706,37.56264234053319]}"
000000000000000003b3,2012,112.67473384842451,11.721360695342184,5.417443624115947,1.6597539711698979,"{""type"":""Point"",""coordinates"":[129.34629024627532,37.136316607015345]}"
000000000000000005e7,2013,117.09810858627728,9.905114485283718,4.750633736872828,0.8110646934115786,"{""type"":""Point"",""coordinates"":[127.65789622339857,37.813783370964316]}"
0000000000000000054b,2013,81.22392091451846,10.38616771083133,5.06213213452952,1.463399780514818,"{""type"":""Point"",""coordinates"":[128.6177756934665,38.08776391699119]}"
000000000000000005eb,2013,113.40040148219775,9.200449290817005,4.6931490474637485,0.7754379453868322,"{""type"":""Point"",""coordinates"":[127.78764268675071,37.88005453082063]}"
000000000000000005ec,2013,79.34957090316973,12.72834077240725,5.62964782740886,1.7948943679462215,"{""type"":""Point"",""coordinates"":[129.38712223462173,37.05318558607595]}"
000000000000000005ed,2013,114.75400580265881,10.717799254408988,4.710333393157441,0.7222575256932678,"{""type"":""Point"",""coordinates"":[127.14767696266121,37.50265851316224]}"
000000000000000005f6,2013,80.92449698148928,9.164742593269636,4.7273594976224445,1.536769950626694,"{""type"":""Point"",""coordinates"":[128.4694169423173,38.15564035322675]}"
000000000000000005fd,2013,96.3020835611335,8.416881074474702,4.221261874579852,1.0480806762486716,"{""type"":""Point"",""coordinates"":[128.0482414705162,38.10549330277969]}"
00000000000000000601,2013,113.22340979618866,10.282877507459318,4.830732052414419,0.7077321506031381,"{""type"":""Point"",""coordinates"":[127.01708327010891,37.68314954650257]}"
00000000000000000607,2013,82.5633776018894,11.059587983166296,5.354361722119052,1.4662241384253256,"{""type"":""Point"",""coordinates"":[128.70119655597438,38.026446818405255]}"
000000000000000005e9,2013,87.48472326297326,12.250039175167501,5.113919270781196,1.5812107533848743,"{""type"":""Point"",""coordinates"":[128.88768953933263,37.76102328729994]}"
000000000000000005f8,2013,106.87988672833757,8.200598038814746,4.388063361376851,0.7962222989400721,"{""type"":""Point"",""coordinates"":[127.7925655343137,38.142686664666485]}"
000000000000000005f9,2013,113.68644518011301,9.249773124436501,4.695365105526605,0.775670069093988,"{""type"":""Point"",""coordinates"":[127.7788493394733,37.879207301620475]}"
000000000000000005fc,2013,116.82163295080865,9.787366704303565,4.729691572390891,0.7958137164813989,"{""type"":""Point"",""coordinates"":[127.66469635250509,37.851543038684895]}"
000000000000000005e0,2013,109.92208334451414,10.826813523770852,4.709656081773005,0.7140224097632631,"{""type"":""Point"",""coordinates"":[127.06933501625322,37.45150816497816]}"
00000000000000000606,2013,87.502616350745,12.222858132351064,5.1101749489764074,1.581808724004377,"{""type"":""Point"",""coordinates"":[128.85227089966511,37.73980242538659]}"
00000000000000000574,2013,116.52613268133081,10.01313352739038,4.836911370455027,0.8360843495758442,"{""type"":""Point"",""coordinates"":[127.66648445202752,37.700923523301604]}"
000000000000000005fb,2013,115.37219495658907,9.618449386886596,4.9627067062393735,0.7737930447832327,"{""type"":""Point"",""coordinates"":[127.75077929834185,37.61579036598922]}"
00000000000000000602,2013,113.47225492535594,9.195953726457958,4.596600656077783,0.738422303364043,"{""type"":""Point"",""coordinates"":[127.70220631056668,38.00904294699366]}"
00000000000000000605,2013,86.28231415697697,9.398988815874247,5.002610349650922,1.5308772362213579,"{""type"":""Point"",""coordinates"":[128.9812147248276,37.308972999804766]}"
000000000000000005f1,2013,87.76833867641484,9.03807989312753,4.9743671003435,1.6346783778377263,"{""type"":""Point"",""coordinates"":[129.03485771050055,37.13041721632163]}"
000000000000000004c7,2013,81.22392091451846,10.38616771083133,5.06213213452952,1.463399780514818,"{""type"":""Point"",""coordinates"":[128.61377587982156,38.128787646682895]}"
000000000000000005e1,2013,100.0124976307621,8.077454514730164,4.213213853702825,0.9397262060915029,"{""type"":""Point"",""coordinates"":[127.97023841578824,38.164683410163136]}"
000000000000000005e5,2013,109.6562779872503,10.640277112271576,5.133895571093092,0.7360373269674145,"{""type"":""Point"",""coordinates"":[127.78856572066877,37.35850023520538]}"
000000000000000005e6,2013,104.86768090649211,9.193203921331133,5.019169347356467,0.7741683591165736,"{""type"":""Point"",""coordinates"":[128.02275324889467,37.212170375035505]}"
000000000000000005e8,2013,115.34314926265442,9.394963514096105,4.898404523407805,0.7406730194530374,"{""type"":""Point"",""coordinates"":[127.88015119720548,37.697302733246204]}"
000000000000000005ea,2013,92.70727915861966,11.083191166405356,5.243955791660255,0.8291404628485857,"{""type"":""Point"",""coordinates"":[127.62219220126363,37.05929455451918]}"
000000000000000005ee,2013,116.23828823555817,9.876598959811815,4.866508749609011,0.8177562041043039,"{""type"":""Point"",""coordinates"":[127.6949647304559,37.69610769416388]}"
000000000000000005ef,2013,115.46008212664488,9.612401077558445,4.982374182416379,0.7441052758896161,"{""type"":""Point"",""coordinates"":[127.79397906934764,37.601815543287714]}"
000000000000000005f3,2013,115.6609848836286,9.478054789866519,4.939153515989176,0.7304561161810494,"{""type"":""Point"",""coordinates"":[127.86346970016454,37.67362490665241]}"
000000000000000005f5,2013,112.32240832306907,9.176893301820371,4.611909449091968,0.7690825499732016,"{""type"":""Point"",""coordinates"":[127.78327276771832,37.921185278937614]}"
000000000000000005fa,2013,82.84920957916171,11.447198303576386,5.3708467864613,1.4953053918044144,"{""type"":""Point"",""coordinates"":[129.10394702222266,37.41385551568286]}"
00000000000000000603,2013,119.89342845114166,10.278382640963173,4.7048355987208765,0.7474331156757134,"{""type"":""Point"",""coordinates"":[127.27971540395478,37.52981443857772]}"
0000000000000000053e,2013,82.95446726976596,12.223103110113641,5.463449471443312,1.5590937914493324,"{""type"":""Point"",""coordinates"":[129.2364402918237,37.343406178139475]}"
000000000000000005e3,2013,81.22392091451846,10.38616771083133,5.06213213452952,1.463399780514818,"{""type"":""Point"",""coordinates"":[128.60163820675407,38.11747936641135]}"
000000000000000005e4,2013,121.63936750200038,10.08252497124846,4.735758297294126,0.8068928743558796,"{""type"":""Point"",""coordinates"":[127.41755513571891,37.65515085098798]}"
000000000000000005f7,2013,110.92645087466036,8.795133419668616,4.848138039970081,0.8105820831800477,"{""type"":""Point"",""coordinates"":[128.1429884496998,37.36087247696582]}"
00000000000000000525,2013,84.12286050790313,8.795168713780924,4.967124124654845,0.910915975121033,"{""type"":""Point"",""coordinates"":[128.60468377277357,37.0584384071169]}"
000000000000000005c6,2013,106.81095749015726,8.73754471083845,4.445699916265028,0.8122833548377317,"{""type"":""Point"",""coordinates"":[127.89778694187186,37.98734050216653]}"
000000000000000005f0,2013,82.5633776018894,11.059587983166296,5.354361722119052,1.4662241384253256,"{""type"":""Point"",""coordinates"":[128.73659290013663,37.979862589699906]}"
000000000000000005ff,2013,85.38042504973059,12.017887244643418,5.464984723056489,1.7404409029170196,"{""type"":""Point"",""coordinates"":[129.19926030724005,37.26556811015051]}"
000000000000000005f4,2013,113.41716024404262,9.197791016779433,4.695765984636182,0.7756237379492865,"{""type"":""Point"",""coordinates"":[127.78806184224972,37.878467090845604]}"
000000000000000005fe,2013,83.6663263392711,11.198952202297448,5.410082404007483,1.7535402407276697,"{""type"":""Point"",""coordinates"":[129.19104664309964,37.08326222268144]}"
000000000000000005f2,2013,84.1415039679797,11.228854328412524,5.300707890578053,1.5469149187763427,"{""type"":""Point"",""coordinates"":[129.08082212415948,37.326443757732164]}"
00000000000000000582,2013,83.43838584703023,11.156211440319623,5.317753125699539,1.4863236269203803,"{""type"":""Point"",""coordinates"":[128.72970358900903,37.926473772787]}"
00000000000000000015,2014,86.00970527253487,8.06581269022331,5.277473480197045,0.5352549550718734,"{""type"":""Point"",""coordinates"":[128.24359468766764,37.70908813733046]}"
0000000000000000003f,2014,73.90368524659034,8.908116405713884,5.205073282658134,0.7156404820699336,"{""type"":""Point"",""coordinates"":[128.16684018123468,38.003366511352624]}"
0000000000000000062a,2014,67.34949142727366,11.331709293399513,6.168523597023523,0.42042858438532704,"{""type"":""Point"",""coordinates"":[127.06536641631563,37.69206774860945]}"
0000000000000000062c,2014,79.84621032581327,9.389296261991603,5.924447698833262,0.42624410021826914,"{""type"":""Point"",""coordinates"":[128.18701761350152,37.322479616895656]}"
00000000000000000006,2014,68.59372217363136,10.143315364902662,6.323755800679237,0.4534039822592126,"{""type"":""Point"",""coordinates"":[127.2784133464472,38.06441606387535]}"
00000000000000000007,2014,71.13817569768901,11.803936121111974,5.929821675409471,0.42151433117827436,"{""type"":""Point"",""coordinates"":[127.10759856239282,37.56232128525734]}"
00000000000000000010,2014,69.68287485579093,9.740884262664679,6.2530896006495595,0.45028312520896785,"{""type"":""Point"",""coordinates"":[127.32452936954192,38.03313101088437]}"
00000000000000000014,2014,71.20336297523177,11.789928885890959,5.8312104254872,0.4130146146337754,"{""type"":""Point"",""coordinates"":[127.04954552577802,37.433506774025396]}"
0000000000000000001c,2014,75.73948346883614,11.242733980917194,5.986335600972154,0.4653374692655582,"{""type"":""Point"",""coordinates"":[127.40107875732643,37.45131642363286]}"
00000000000000000024,2014,95.1020347873177,11.734640003605818,5.50090351661828,0.9895064016174958,"{""type"":""Point"",""coordinates"":[128.76136766558957,37.915531138801846]}"
00000000000000000034,2014,69.7227057116571,9.375367273089694,6.17507121966014,0.4404865832729334,"{""type"":""Point"",""coordinates"":[127.39041258760658,38.0583962774532]}"
0000000000000000003c,2014,79.75864878082403,10.280604822323482,6.058968820971359,0.44799720674426347,"{""type"":""Point"",""coordinates"":[128.15303926347426,37.16892601301919]}"
0000000000000000003d,2014,78.29148271859017,10.395541775208187,6.144882244216035,0.3690524924927772,"{""type"":""Point"",""coordinates"":[127.91289437624094,37.26917998200382]}"
00000000000000000040,2014,70.97341309731786,11.57102423307822,6.010286563544071,0.4307432134806048,"{""type"":""Point"",""coordinates"":[127.12587641761091,37.60498596413671]}"
00000000000000000041,2014,74.08722047921395,11.053474633282065,6.087484220143949,0.5006321013402326,"{""type"":""Point"",""coordinates"":[127.48445502882376,37.58233373078521]}"
00000000000000000042,2014,70.27780471047774,10.79759819001356,6.089509798457868,0.4651524543643184,"{""type"":""Point"",""coordinates"":[127.6815829681945,37.84562581158697]}"
0000000000000000004b,2014,67.23241103376508,11.25992469404207,6.194969841969737,0.4241016288255032,"{""type"":""Point"",""coordinates"":[127.07195250857157,37.71007805776433]}"
0000000000000000004d,2014,78.21531708721943,8.749770365787015,5.37332236652361,0.571210813249985,"{""type"":""Point"",""coordinates"":[128.16445902127214,37.834781277824995]}"
0000000000000000004f,2014,78.76990124237824,11.419257886850858,5.937049919449521,0.48011793811717407,"{""type"":""Point"",""coordinates"":[127.25345129875,37.22053564861177]}"
00000000000000000054,2014,69.39347280174493,11.336249362551484,6.122630807149221,0.433152547469478,"{""type"":""Point"",""coordinates"":[127.110782360545,37.68671236824428]}"
